property_type,sector,society,price,price_per_sqft,area,super_built_up_area,built_up_area,carpet_area,bedRoom,bathroom,balcony,floorNum,agePossession,store room,servant room,puja room,study room,others,East,North,North-East,North-West,South,South-East,South-West,Unknown,West,furnish_type,luxury_score
flat,sector 110,indiabulls enigma,3.4,10000.0,3400.0,3400.0,3400.0,,4.0,5.0,3,3.0,relatively new,1,1,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,358.0
flat,sector 69,tulip yellow,1.8,10563.0,1704.06,,,1704.0,3.0,3.0,3,14.0,under construction,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,
flat,sector 92,sare green parc phase ,1.1,6875.0,1600.0,,,1600.0,4.0,3.0,2,12.0,new property,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,40.0
flat,sector 89,smart world gems,0.97,8794.0,1103.02,,1103.0,,2.0,2.0,3+,2.0,unknown,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,154.0
flat,sector 63,adani brahma samsara vilasa,3.25,29545.0,1100.02,,2700.0,1100.0,3.0,3.0,3,4.0,new property,0,0,0,0,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,146.0
flat,sector 61,smart world orchard,2.55,15644.0,1630.02,,,1630.0,3.0,3.0,2,4.0,new property,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,82.0
flat,sector 92,sare green parc ,0.61,4837.0,1261.11,1261.0,1261.0,,3.0,2.0,2,6.0,unknown,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,
flat,sector 72,spaze privy. ,1.9,9620.0,1975.05,,1975.0,,3.0,3.0,3,10.0,unknown,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,
flat,sohna,signature global park. ,0.75,6938.0,1081.0,,1081.0,,2.0,2.0,No,1.0,unknown,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,
flat,sohna,eldeco accolade. ,1.35,6136.0,2200.13,,,2200.0,3.0,3.0,3,2.0,new property,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,281.0
flat,sector 69,tulip violet,1.65,8872.0,1859.78,,1578.0,,3.0,3.0,2,1.0,relatively new,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2,290.0
flat,sector 37,bptp park generations. ,1.5,9868.0,1520.06,1520.0,1520.0,,3.0,2.0,3+,17.0,relatively new,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,137.0
flat,sector 72,spaze privy. ,1.9,9620.0,1975.05,1975.0,1975.0,,3.0,3.0,3,10.0,moderately old,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2,129.0
flat,sector 48,central park resorts. ,15.0,22388.0,6700.02,,,6700.0,5.0,6.0,3+,17.0,relatively new,0,1,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,175.0
flat,sector 111,puri diplomatic greens. ,3.9,13000.0,3000.0,3000.0,3000.0,2950.0,4.0,5.0,3+,6.0,relatively new,0,1,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,614.0
flat,sohna,breez global heights. ,0.46,4842.0,950.02,950.0,950.0,700.0,2.0,2.0,2,4.0,relatively new,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,363.0
flat,sector 4,shri ram apartments,0.32,3368.0,950.12,,,950.0,2.0,2.0,1,4.0,relatively new,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2,28.0
flat,sohna,breez global hill view,0.42,7174.0,585.45,,,585.41,2.0,2.0,1,18.0,relatively new,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,137.0
flat,sector 63,dlf the arbour,7.8,19747.0,3949.97,,3950.0,,4.0,4.0,No,6.0,unknown,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,
flat,sector 2,bsf chs,0.95,5937.0,1600.13,,,1600.0,3.0,3.0,3,13.0,old,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,101.0
flat,sector 48,kibithu villas,3.45,12777.0,2700.16,,,2700.0,4.0,4.0,3+,2.0,unknown,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,
flat,sector 70,tulip orange. ,1.1,8148.0,1350.02,,1350.0,1080.0,3.0,2.0,2,5.0,unknown,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,
flat,sector 1,hsiidc sidco shivalik apartments. ,0.85,5102.0,1666.01,1666.0,1666.0,,3.0,2.0,2,5.0,moderately old,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,
flat,sector 91,tarc maceo. ,0.95,5954.0,1595.57,1310.0,1310.0,,2.0,2.0,2,10.0,relatively new,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,271.0
flat,manesar (sector 1-4),dnha group housing society,0.75,4518.0,1660.03,1660.0,1660.0,,3.0,2.0,2,5.0,moderately old,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,
flat,sector 89,nbcc heights. ,0.75,6578.0,1140.16,1140.0,1140.0,,2.0,2.0,2,6.0,moderately old,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,
flat,sector 83,vatika gurgaon . ,1.4,6628.0,2112.25,1735.0,1735.0,,3.0,3.0,2,7.0,relatively new,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2,258.0
flat,sector 47,malibu towers,2.45,10698.0,2290.15,,,2290.0,3.0,4.0,2,1.0,old,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2,137.0
flat,sector 68,supertech hues,1.0,8474.0,1180.08,,,1180.0,2.0,2.0,3,23.0,new property,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,154.0
flat,sector 89,mm soulitude,1.25,8784.0,1423.04,,,1423.0,3.0,3.0,2,3.0,new property,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,154.0
flat,sector 69,tulip purple,2.6,10833.0,2400.07,2400.0,2400.0,,4.0,4.0,3+,4.0,moderately old,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,101.0
flat,sector 15,park view apartments,1.6,11034.0,1450.06,,,1450.0,3.0,3.0,3+,2.0,moderately old,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,200.0
flat,sector 89,tulip petals. ,1.1,7097.0,1549.95,,1550.0,1320.0,3.0,2.0,3,4.0,unknown,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,
flat,sector 1,sector 1 (palam vihar),1.0,10000.0,1000.0,,1000.0,,2.0,3.0,No,1.0,unknown,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,
flat,sector 36,krisumi waterfall residences,3.65,14381.0,2538.07,2538.0,2538.0,,3.0,3.0,2,17.0,new property,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,84.0
flat,sector 71,chd avenue . ,1.4,7945.0,1762.11,,,1762.0,3.0,3.0,2,1.0,moderately old,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2,519.0
flat,sector 61,smart world orchard,2.6,14723.0,1765.94,1630.0,1630.0,,3.0,3.0,2,2.0,new property,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,153.0
flat,sector 74,mm skywalk,1.6,11379.0,1406.1,1406.0,1406.0,,2.0,2.0,2,28.0,new property,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,40.0
flat,sector 2,supertech hill town,0.75,6250.0,1200.0,1200.0,1200.0,,2.0,2.0,2,17.0,under construction,0,0,0,1,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,273.0
flat,sector 83,vatika city homes. ,0.75,5660.0,1325.09,1325.0,1325.0,,2.0,2.0,2,3.0,relatively new,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2,184.0
flat,sector 66,emaar the palm drive,3.9,18636.0,2092.72,,2200.0,,3.0,4.0,3,2.0,relatively new,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,
flat,sector 71,mm sky lofts,1.0,11500.0,869.57,,869.0,435.0,1.0,1.0,1,9.0,unknown,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,
flat,sector 108,raheja vedaanta. ,0.7,4522.0,1547.99,,1548.0,1200.0,2.0,2.0,3,1.0,unknown,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,
flat,sohna,ashiana anmol. ,0.9,7059.0,1274.97,,1275.0,1039.0,2.0,2.0,2,8.0,unknown,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,
flat,sector 95,sidhartha ncr one phase . ,0.6,4800.0,1250.0,,1250.0,,2.0,2.0,3,10.0,unknown,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,
flat,sector 109,chintels paradiso. ,1.97,7490.0,2630.17,2630.0,2630.0,,4.0,4.0,2,11.0,relatively new,0,1,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,154.0
flat,sector 37,ild grand,1.35,7142.0,1890.23,,1820.0,,3.0,3.0,No,1.0,new property,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,
flat,sector 37,ramprastha the edge towers. ,0.75,5319.0,1410.04,,1410.0,,2.0,2.0,3,19.0,moderately old,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,
flat,sector 61,pioneer park. ,1.6,11594.0,1380.02,,,1380.0,2.0,2.0,2,21.0,relatively new,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,406.0
flat,sohna,trisara our homes ,0.395,6561.0,602.04,,,602.0,2.0,2.0,1,0.0,new property,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2,291.0
flat,sohna,ashiana anmol. ,0.99,8215.0,1205.11,1205.0,1205.0,900.0,2.0,2.0,2,6.0,under construction,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,154.0
flat,sector 106,paras dews,2.1,8917.0,2355.05,2355.0,2355.0,,4.0,6.0,3+,6.0,relatively new,0,1,0,0,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1,201.0
flat,sector 78,umang monsoon breeze,0.69,5390.0,1280.15,,,1280.0,2.0,2.0,2,11.0,moderately old,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,194.0
flat,sector 89,mm soulitude,1.0,9066.0,1103.02,,,1103.0,2.0,2.0,2,2.0,new property,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,154.0
flat,sector 36,signature global park ,0.85,11333.0,750.02,,,750.0,3.0,2.0,3,1.0,new property,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,85.0
flat,sohna,hcbs sports ville. ,0.32,4301.0,744.01,,743.99,,2.0,2.0,1,3.0,relatively new,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,367.0
flat,sector 108,raheja the vedaanta floors,0.7,4521.0,1548.33,,,1548.0,2.0,2.0,3,1.0,moderately old,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2,
flat,sohna,kamal residence,0.4,7633.0,524.04,,,524.0,2.0,2.0,1,0.0,new property,0,0,0,0,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2,53.0
flat,sector 89,mm soulitude,1.42,9978.0,1423.13,,,1423.0,3.0,3.0,2,3.0,new property,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,40.0
flat,sector 95,rof ananda,0.38,5899.0,644.18,,,644.12,2.0,2.0,2,5.0,relatively new,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,256.0
flat,sohna,gls arawali homes. ,0.26,4513.0,576.11,,,576.0,2.0,2.0,2,4.0,relatively new,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,173.0
flat,sector 36,avl  gurgaon. ,0.5,8333.0,600.02,,600.0,500.0,1.0,1.0,1,5.0,unknown,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,
flat,sector 72,tata primanti. ,6.5,15294.0,4250.03,4250.0,4250.0,,4.0,4.0,3+,0.0,relatively new,0,1,0,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,245.0
flat,sector 79,bestech altura,1.9,9000.0,2111.11,,,2150.0,3.0,4.0,2,11.0,new property,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,154.0
flat,sohna,eldeco accolade. ,0.85,6724.0,1264.13,1264.0,1264.0,730.0,2.0,2.0,3,10.0,new property,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,264.0
flat,sector 12,sector 12,0.65,6190.0,1050.08,,,1050.0,3.0,3.0,1,1.0,new property,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2,133.0
flat,sohna,g l s arawali homes,0.26,4513.0,576.11,576.0,576.0,,2.0,2.0,2,1.0,moderately old,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,
flat,sohna,gls arawali homes. ,0.35,6076.0,576.04,576.0,576.0,,2.0,2.0,2,12.0,new property,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,190.0
flat,sector 37,ild greens. ,1.05,7500.0,1400.0,1875.0,1875.0,1400.0,3.0,3.0,3,4.0,new property,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2,43.0
flat,sector 37,piedmont taksila heights. ,0.9,5855.0,1537.15,,1537.0,,3.0,3.0,3,9.0,moderately old,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2,302.0
flat,sector 63,dlf the arbour,8.5,21519.0,3950.0,,3950.0,,4.0,4.0,No,27.0,unknown,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,
flat,sector 76,suncity avenue ,0.75,10204.0,735.01,735.0,735.0,,2.0,2.0,2,11.0,under construction,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,
flat,sector 89,ats marigold,1.5,8571.0,1750.09,,,1750.0,3.0,3.0,3,2.0,unknown,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,154.0
flat,sector 104,godrej summit. ,1.75,7530.0,2324.04,,,2324.0,4.0,5.0,3+,1.0,new property,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,231.0
flat,sector 79,bestech altura,1.9,8837.0,2150.05,2150.0,2150.0,,3.0,4.0,3,11.0,under construction,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,378.0
flat,sector 33,godrej nature plus serenity,1.45,8677.0,1671.08,1671.0,1671.0,,3.0,2.0,3,3.0,under construction,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,154.0
flat,sector 59,conscient elevate,4.02,17500.0,2297.14,,,2295.0,3.0,3.0,1,3.0,under construction,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,131.0
flat,sector 92,sare crescent parc royal greens phase ,0.5,5000.0,1000.0,,1000.0,999.0,2.0,2.0,3,2.0,unknown,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,
flat,sector 66,emaar mgf the palm drive. ,3.98,18090.0,2200.11,2200.0,2200.0,,3.0,4.0,3+,2.0,moderately old,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2,484.0
flat,sohna,signature global park. ,0.5479999999999999,7355.0,745.07,,,745.0,2.0,2.0,3,4.0,new property,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,276.0
flat,sector 79,godrej . ,1.47,16256.0,904.28,,,84.01,2.0,2.0,3,9.0,new property,0,0,0,1,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,310.0
flat,sector 111,lotus homz. ,0.7,10057.0,696.03,,,696.0,2.0,2.0,2,8.0,relatively new,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,211.0
flat,sohna,breez global hill view,2.6,46917.0,554.17,,,554.16,2.0,2.0,2,6.0,new property,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,133.0
flat,sector 89,smart world gems,1.1,9972.0,1103.09,,,1103.0,2.0,2.0,2,3.0,unknown,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,314.0
flat,sector 36,krisumi waterfall residences,2.2,14874.0,1479.09,1479.0,1479.0,,2.0,2.0,2,23.0,new property,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,40.0
flat,sector 95,rof ananda,0.55,5500.0,1000.0,1000.0,1000.0,745.0,3.0,2.0,2,14.0,new property,0,0,0,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,89.0
flat,sector 95,rof ananda,0.55,8527.0,645.01,1000.0,1000.0,645.0,3.0,2.0,2,14.0,new property,0,0,0,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,254.0
flat,sector 89,smart world gems,1.16,8151.0,1423.14,,,1423.0,3.0,3.0,2,3.0,under construction,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1,193.0
flat,sector 68,pareena mi casa,1.1,9020.0,1219.51,1245.0,1245.0,1225.0,2.0,2.0,3,13.0,new property,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,340.0
flat,sector 33,godrej nature plus,1.2,13369.0,897.6,,,76.44,2.0,2.0,No,11.0,under construction,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,
flat,sector 45,antriksh green,2.25,7826.0,2875.03,,,2875.0,4.0,4.0,2,9.0,old,0,1,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,65.0
flat,sector 76,whiteland the aspen,3.35,17615.0,1901.79,,,1900.0,3.0,4.0,3+,5.0,under construction,0,1,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,592.0
flat,sector 79,bestech altura,2.69,12500.0,2152.0,2150.0,2150.0,,3.0,4.0,3+,3.0,new property,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,154.0
flat,sector 86,ansal height ,0.8,5882.0,1360.08,,1360.0,,2.0,2.0,No,1.0,unknown,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,
flat,sector 95,ramsons kshitij,0.35,5495.0,636.94,,637.0,,2.0,2.0,No,5.0,unknown,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,
flat,sector 81,vipul lavanya. ,0.6,6666.0,900.09,900.0,900.0,,2.0,2.0,1,0.0,under construction,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,
flat,sohna,breez global heights. ,0.46,6478.0,710.1,,,710.0,2.0,2.0,2,6.0,relatively new,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,154.0
flat,sector 102,conscient heritage max. ,2.5,11633.0,2149.06,2149.0,2149.0,,3.0,4.0,3+,25.0,new property,0,1,0,1,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2,185.0
flat,sector 81,vipul lavanya. ,0.6,6666.0,900.09,,,900.0,2.0,2.0,1,0.0,relatively new,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,154.0
flat,sector 68,pareena mi casa,1.0,8163.0,1225.04,,,1225.0,2.0,2.0,2,16.0,new property,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,258.0
flat,sohna,ashiana anmol,0.93,7294.0,1275.02,1275.0,1275.0,875.0,2.0,2.0,2,9.0,unknown,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,127.0
flat,sector 61,smart world orchard,2.54,15500.0,1638.71,,,1640.0,3.0,3.0,3,2.0,under construction,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,127.0
flat,sector 57,ansal sushant residency,1.5,6775.0,2214.02,,,246.0,3.0,2.0,3+,1.0,moderately old,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,279.0
flat,sector 90,shree vardhman flora. ,0.7,5177.0,1352.13,1352.0,1352.0,,2.0,2.0,3,9.0,new property,0,0,0,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,308.0
flat,sector 65,mm heights,2.78,15200.0,1828.95,1828.0,1828.0,,3.0,3.0,3,44.0,unknown,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,192.0
flat,sohna,mvn athens. ,0.25,5198.0,480.95,,481.0,,2.0,2.0,No,0.0,relatively new,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,101.0
flat,sector 92,sare crescent parc. ,0.9,4260.0,2112.68,1995.0,1995.0,,4.0,5.0,3+,3.0,relatively new,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,
flat,sector 90,shree vardhman flora. ,0.96,5120.0,1875.0,1875.0,1875.0,,3.0,4.0,3,3.0,new property,0,1,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,356.0
flat,sector 37,ramprastha skyz,1.2,6000.0,2000.0,2000.0,2000.0,1850.0,3.0,2.0,1,9.0,unknown,0,1,0,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,166.0
flat,sector 107,mm woodshire. ,0.9,6590.0,1365.71,1366.0,1366.0,,2.0,2.0,3+,10.0,relatively new,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2,
flat,sector 102,rof aalayas. ,0.45,6000.0,750.0,,750.0,,1.0,1.0,2,6.0,unknown,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,
flat,sector 11,global hill view,0.36,5150.0,699.03,,699.0,,2.0,2.0,No,15.0,unknown,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,
flat,sector 2,paras quartier,5.9,11028.0,5350.02,,5350.0,,4.0,4.0,3+,0.0,moderately old,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,
flat,sohna,gls arawali homes. ,0.32,6722.0,476.05,,476.0,,2.0,1.0,No,0.0,unknown,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,
flat,sector 37,ild grand,1.2,6593.0,1820.11,1820.0,1820.0,,3.0,3.0,3,7.0,under construction,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,93.0
flat,sector 95,sidhartha ncr greens. ,0.56,5656.0,990.1,990.0,990.0,,2.0,2.0,3,13.0,new property,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,49.0
flat,sector 79,mapsko mount ville. ,1.4,9395.0,1490.15,,,1490.0,3.0,3.0,3,2.0,new property,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,417.0
flat,sector 31,cghs hewo apartments. ,1.25,11574.0,1080.01,,,1080.0,2.0,2.0,2,2.0,old,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,67.0
flat,sector 33,godrej nature plus,1.5,10200.0,1470.59,,,1385.0,2.0,2.0,3+,2.0,under construction,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1,275.0
flat,sector 68,mm the marina. ,2.22,14322.0,1550.06,1550.0,1550.0,,3.0,2.0,3,4.0,relatively new,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,122.0
flat,gwal pahari,gwal pahari,1.5,8278.0,1812.03,,,1812.0,4.0,4.0,3+,9.0,old,0,1,0,1,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,500.0
flat,sector 79,mapsko mount ville. ,1.85,9641.0,1918.89,1815.0,1815.0,,3.0,4.0,3,21.0,new property,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,154.0
flat,sector 61,smart world orchard,1.6,13913.0,1150.0,,,1150.0,2.0,2.0,2,4.0,unknown,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,110.0
flat,sector 108,raheja vedas,2.15,4134.0,5200.77,5200.0,5200.0,4000.0,3.0,4.0,3+,12.0,relatively new,0,0,0,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,
flat,sohna,gls arawali homes. ,0.3,6243.0,480.54,567.0,567.0,480.53,2.0,2.0,2,4.0,relatively new,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,450.0
flat,sector 68,espire south,1.32,9050.0,1458.56,,1460.0,,2.0,2.0,2,9.0,new property,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,
flat,sector 63,adani brahma samsara vilasa,3.0,16666.0,1800.07,,,1800.0,3.0,3.0,3,3.0,new property,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,106.0
flat,sector 89,smart world gems,1.2,8432.0,1423.15,,1423.0,,3.0,3.0,2,3.0,new property,0,0,0,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,101.0
