property_type,sector,society,price,price_per_sqft,area,super_built_up_area,built_up_area,carpet_area,bedRoom,bathroom,balcony,floorNum,agePossession,store room,servant room,puja room,study room,others,East,North,North-East,North-West,South,South-East,South-West,Unknown,West,furnish_type,luxury_score
flat,sector 56,sukhshanti apartment,1.7,7727.0,2200.08,,2200.0,1610.0,3.0,3.0,3,4.0,moderately old,0,0,0,1,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,154.0
flat,sector 65,mm golfestate. ,6.15,15998.0,3844.23,,,3844.0,3.0,5.0,3+,1.0,relatively new,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,154.0
flat,sector 1,bestech park view residency. ,1.4,7865.0,1780.04,1780.0,1780.0,,3.0,3.0,3+,6.0,old,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,391.0
flat,sector 84,ss almeria,1.48,7400.0,2000.0,2000.0,2000.0,1294.0,3.0,3.0,2,1.0,new property,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2,496.0
flat,sector 67,ireo victory valley. ,3.49,13000.0,2684.62,,,2452.0,3.0,3.0,3,19.0,relatively new,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1,434.0
flat,sector 62,emaar digihomes,2.15,14257.0,1508.03,,,1508.0,2.0,2.0,3,31.0,unknown,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,347.0
flat,sector 43,dlf carlton estate. ,2.0,14214.0,1407.06,1407.0,1407.0,,3.0,3.0,2,5.0,moderately old,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1,246.0
flat,sohna,signature global park. ,0.54,7248.0,745.03,,,745.0,2.0,1.0,3,1.0,new property,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,228.0
flat,sector 9,railway officers rpf society,1.25,6921.0,1806.1,,,1806.0,4.0,3.0,3,1.0,old,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2,131.0
flat,sector 85,godrej air,1.05,10603.0,990.29,,97.0,92.0,2.0,2.0,1,15.0,under construction,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,158.0
flat,sector 77,emaar mgf palm hills. ,1.25,8620.0,1450.12,,,1450.0,3.0,4.0,3,1.0,relatively new,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2,463.0
flat,sector 28,maruti vihar,1.0,9090.0,1100.11,1100.0,1100.0,,1.0,1.0,1,1.0,old,0,0,0,1,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,275.0
flat,sector 14,vasant appartments,1.7,7391.0,2300.09,,,2300.0,5.0,5.0,2,2.0,old,1,0,0,1,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,169.0
flat,sector 86,ansal heights ,1.3,4666.0,2786.11,2786.0,2786.0,,4.0,6.0,2,11.0,new property,0,1,0,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,292.0
flat,sector 102,shapoorji pallonji joyville gurugram. ,2.12,16960.0,1250.0,,1852.0,1250.0,3.0,3.0,3,9.0,relatively new,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,247.0
flat,sector 50,the close north. ,3.0,11516.0,2605.07,2605.0,2605.0,,3.0,3.0,3+,14.0,old,0,1,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,427.0
flat,sector 102,emaar gurgaon greens. ,1.35,8181.0,1650.17,1650.0,1650.0,1022.58,3.0,3.0,3,5.0,relatively new,0,1,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,478.0
flat,sector 103,landmark the residency,0.9,6666.0,1350.14,1350.0,1350.0,,2.0,2.0,2,1.0,relatively new,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1,122.0
flat,sector 102,emaar imperial gardens. ,1.98,9900.0,2000.0,,,2000.0,3.0,3.0,3+,9.0,relatively new,0,1,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,264.0
flat,sector 25,dlf belvedere towers. ,3.7,17619.0,2100.01,,,2100.0,4.0,4.0,3,18.0,old,0,1,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2,93.0
flat,sector 79,godrej . ,1.29,8206.0,1572.02,1572.0,1572.0,,2.0,2.0,3,4.0,new property,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,
flat,sector 53,tulip monsella,5.6,19363.0,2892.11,2892.0,2892.0,,3.0,3.0,3+,1.0,under construction,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,137.0
flat,sector 92,sare crescent parc royal greens phase ,1.25,5832.0,2143.35,2143.0,2143.0,,4.0,4.0,3,20.0,relatively new,0,1,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,200.0
flat,sector 70,aipl club residences,1.27,9777.0,1298.97,,,1304.0,2.0,2.0,3+,24.0,relatively new,0,0,0,0,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2,405.0
flat,sector 108,experion the heartsong. ,1.36,6542.0,2078.87,1758.0,1758.0,986.0,3.0,2.0,3+,2.0,relatively new,0,1,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2,304.0
flat,sector 37,signature global city,1.0,8160.0,1225.49,,1250.0,915.0,3.0,3.0,3,4.0,under construction,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1,154.0
flat,sector 48,bestech park view city. ,4.25,9334.0,4553.25,4553.0,4553.0,,4.0,5.0,3+,14.0,moderately old,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2,291.0
flat,sector 83,emaar palm gardens. ,1.8,9473.0,1900.14,1900.0,1900.0,,3.0,3.0,3+,9.0,relatively new,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,
flat,sector 71,chd avenue . ,1.25,6597.0,1894.8,1743.0,1743.0,,3.0,4.0,2,14.0,relatively new,0,1,0,1,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,506.0
flat,sohna,mvn athens. ,0.27,5897.0,457.86,,,457.81,2.0,2.0,1,4.0,relatively new,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2,114.0
flat,sector 59,mahindra luminare. ,5.5,18181.0,3025.14,3025.0,3025.0,,3.0,3.0,1,26.0,under construction,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,93.0
flat,sector 92,raheja navodaya. ,0.85,4271.0,1990.17,1990.0,1990.0,,3.0,3.0,3,2.0,relatively new,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,349.0
flat,sector 33,godrej nature plus,1.07,7725.0,1385.11,1385.0,1385.0,,2.0,2.0,2,14.0,under construction,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,259.0
flat,sector 67,mm urbana,0.95,10895.0,871.96,,826.0,,1.0,1.0,1,17.0,relatively new,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1,154.0
flat,sector 108,experion the heartsong. ,0.87,11845.0,734.49,1283.0,1283.0,734.43,2.0,3.0,3,2.0,relatively new,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2,421.0
flat,sector 108,sobha city,4.1,23401.0,1752.06,2344.0,2344.0,1752.0,4.0,5.0,3,25.0,new property,0,1,0,1,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,313.0
flat,sector 33,godrej nature plus,1.27,9182.0,1383.14,1383.0,1383.0,,2.0,2.0,3+,9.0,under construction,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,133.0
flat,sector 61,smart world orchard,1.47,12782.0,1150.05,,,1150.0,2.0,2.0,2,4.0,under construction,0,0,0,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,150.0
flat,sector 66,emaar mgf the palm drive. ,3.45,15681.0,2200.11,2200.0,2200.0,1800.0,3.0,4.0,3,6.0,relatively new,0,1,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,353.0
flat,sector 1,bestech park view residency. ,1.18,7539.0,1565.19,1565.0,1565.0,,2.0,2.0,3,5.0,old,0,0,0,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,317.0
flat,sector 1,bestech park view residency. ,1.55,8072.0,1920.22,1920.0,1920.0,,3.0,4.0,3+,4.0,old,0,1,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,378.0
flat,sector 67,mm merlin. ,3.39,14376.0,2358.1,2358.0,2358.0,2000.0,3.0,4.0,3,14.0,relatively new,0,1,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,93.0
flat,sector 86,dlf the skycourt,1.54,9221.0,1670.1,1929.0,1929.0,1670.0,3.0,3.0,3+,15.0,relatively new,0,1,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,691.0
flat,sector 102,emaar gurgaon greens. ,1.42,8606.0,1650.01,1650.0,1650.0,1022.58,3.0,3.0,3,7.0,relatively new,0,1,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,491.0
flat,sector 30,afnhb jalvayu vihar. ,1.3,10000.0,1300.0,1500.0,1500.0,1300.0,3.0,3.0,2,2.0,old,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,61.0
flat,sector 28,dlf regency park . ,2.25,14516.0,1550.01,1777.0,1777.0,1550.0,3.0,3.0,2,16.0,old,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,359.0
flat,sector 67,ireo victory valley. ,3.5,14583.0,2400.05,2698.0,2698.0,2400.0,3.0,4.0,3,24.0,relatively new,0,1,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2,594.0
flat,sector 22,ambience creacions,4.8,19200.0,2500.0,,,2500.0,4.0,6.0,3+,10.0,new property,0,1,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,154.0
flat,sector 92,signature global city ,0.78,8047.0,969.31,1197.0,1197.0,,2.0,2.0,2,2.0,unknown,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2,159.0
flat,sector 9,the khushboo cooperative housing society ltd. ,0.88,4888.0,1800.33,1800.0,1800.0,1123.0,3.0,3.0,2,2.0,old,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2,80.0
flat,sector 102,adani mk oyster grande. ,2.6,10007.0,2598.18,2598.0,2598.0,,3.0,3.0,3,2.0,relatively new,1,1,0,1,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,519.0
flat,sector 25,dlf belvedere towers. ,3.4,13765.0,2470.03,,,2470.0,4.0,4.0,3,1.0,old,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1,93.0
flat,sector 108,sobha city,2.9,14478.0,2003.04,2003.0,2003.0,,3.0,4.0,2,8.0,new property,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,396.0
flat,sector 108,raheja vedaanta. ,0.7,4651.0,1505.05,1505.0,1505.0,,2.0,2.0,2,12.0,moderately old,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,269.0
flat,sector 86,dlf the skycourt,1.5,9740.0,1540.04,1929.0,1929.0,1540.0,3.0,3.0,3+,18.0,relatively new,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,691.0
flat,sector 2,suncity vatsal valley,1.28,9552.0,1340.03,,,1340.0,3.0,3.0,3,1.0,relatively new,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,209.0
flat,sector 113,mm capital,2.51,14800.0,1695.95,1695.0,1695.0,,3.0,3.0,3+,2.0,under construction,0,0,0,1,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,154.0
flat,sector 24,dlf city plots phase ,6.5,18571.0,3500.08,,,3500.0,4.0,5.0,3+,3.0,new property,0,1,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,135.0
flat,sector 79,bestech altura,1.85,8604.0,2150.16,2150.0,2150.0,1350.0,3.0,3.0,3,7.0,unknown,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,176.0
flat,sector 103,indiabulls centrum park. ,2.45,8521.0,2875.25,2875.0,2875.0,,4.0,6.0,3,5.0,relatively new,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,154.0
flat,sector 85,orris aster court premier,1.38,6509.0,2120.14,2120.0,2120.0,,3.0,4.0,2,6.0,relatively new,0,1,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,223.0
flat,sector 2,paras quartier,5.9,11028.0,5350.02,5350.0,5350.0,,4.0,4.0,3+,19.0,new property,1,1,0,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,633.0
flat,sector 82,mapsko casa bella. ,3.0,6134.0,4890.77,4890.0,4890.0,,4.0,6.0,3+,25.0,relatively new,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2,439.0
flat,sector 1,samadhan shri kamal cghs,2.01,11426.0,1759.15,,,1760.0,4.0,4.0,3+,10.0,moderately old,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,
flat,sector 38,navjyoti apartment,2.1,11938.0,1759.09,,,1759.0,4.0,4.0,3+,10.0,old,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,73.0
flat,sector 24,ambience lagoon. ,4.25,13281.0,3200.06,3200.0,3200.0,3156.0,3.0,4.0,3+,3.0,old,1,1,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,502.0
flat,sector 49,orchid petals. ,2.55,12318.0,2070.14,2070.0,2070.0,1760.0,3.0,4.0,3,8.0,relatively new,0,0,0,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,154.0
flat,sector 52,friends apartment,2.0,8510.0,2350.18,2350.0,2350.0,1850.0,4.0,3.0,3,5.0,moderately old,0,1,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,342.0
flat,sector 50,the close south. ,3.25,12810.0,2537.08,,,2537.0,3.0,4.0,3+,4.0,old,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2,529.0
flat,sectors 99-115 (varies),hero homes,1.6,7825.0,2044.73,1689.0,1689.0,,3.0,3.0,3,1.0,new property,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,154.0
flat,sector 1,bestech park view residency. ,1.5,7825.0,1916.93,1920.0,1920.0,,3.0,4.0,3+,10.0,moderately old,0,1,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,370.0
flat,sector 108,sobha city,3.75,14938.0,2510.38,2343.0,2343.0,,3.0,3.0,2,16.0,new property,0,1,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,277.0
flat,sector 1,bestech park view residency. ,0.95,6709.0,1416.01,,,1416.0,2.0,2.0,3,10.0,old,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2,335.0
flat,sector 15,cghs rail vihar. ,1.4,10769.0,1300.03,,,1300.0,4.0,3.0,3,3.0,old,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,295.0
flat,sector 86,dlf the skycourt,1.56,8087.0,1929.02,1929.0,1929.0,1450.0,3.0,4.0,3+,17.0,relatively new,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1,708.0
flat,sector 102,emaar gurgaon greens. ,1.35,8181.0,1650.17,1650.0,1650.0,1022.58,3.0,3.0,3,9.0,relatively new,0,1,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,300.0
flat,sector 102,shapoorji pallonji joyville gurugram. ,1.4,10378.0,1349.01,1349.0,1349.0,1000.0,2.0,2.0,2,11.0,new property,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2,154.0
flat,sector 28,dlf regency park . ,2.26,13696.0,1650.12,1777.0,1777.0,1650.0,3.0,3.0,2,19.0,old,0,1,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,643.0
flat,sector 33,eldeco accolade. ,1.2,8043.0,1491.98,,1492.0,900.0,2.0,2.0,2,0.0,new property,0,0,0,1,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,180.0
flat,sector 37,bptp terra. ,2.08,10000.0,2080.0,2443.0,2443.0,,4.0,4.0,3,0.0,new property,0,1,0,1,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,423.0
flat,sector 85,ss the leaf. ,1.75,7267.0,2408.15,2408.0,2408.0,,3.0,4.0,3,8.0,relatively new,0,1,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,154.0
flat,sector 67,ireo victory valley. ,2.99,11832.0,2527.05,2527.0,2527.0,2100.0,3.0,3.0,3,4.0,relatively new,0,1,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,103.0
flat,sector 62,emaar digihomes,2.1,14254.0,1473.27,1508.26,1508.26,,2.0,2.0,2,30.0,new property,0,1,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,238.0
flat,sector 67,ireo victory valley. ,2.87,11903.0,2411.16,2411.0,2411.0,1808.0,3.0,3.0,3+,16.0,relatively new,0,1,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2,708.0
flat,sector 28,dlf regency park . ,2.35,13224.0,1777.07,1777.0,1777.0,,3.0,3.0,2,18.0,old,0,1,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,421.0
flat,sector 65,emaar mgf emerald floors premier. ,2.35,14242.0,1650.05,,1650.0,1200.0,3.0,3.0,3,2.0,relatively new,0,1,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1,626.0
flat,sector 103,indiabulls centrum park. ,1.9,5681.0,3344.48,,,3344.0,3.0,4.0,3+,10.0,relatively new,0,1,0,1,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2,154.0
flat,sector 85,orris carnation residency. ,0.72,4881.0,1475.11,1475.0,1475.0,1250.0,3.0,3.0,2,9.0,moderately old,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,154.0
flat,sector 1,sbr minda sec  imt manesar,0.65,4259.0,1526.18,,,1526.0,3.0,2.0,3+,6.0,moderately old,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,32.0
flat,sector 81,dlf the ultima. ,2.34,11185.0,2092.09,2092.0,2092.0,1670.0,3.0,4.0,3+,14.0,relatively new,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,708.0
flat,sector 113,mm capital,2.57,15575.0,1650.08,,2060.0,1650.0,4.0,5.0,3+,25.0,under construction,0,0,0,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,316.0
flat,sector 37,bptp terra. ,1.71,7804.0,2191.18,,2191.0,,3.0,3.0,3+,7.0,relatively new,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1,149.0
flat,sector 110,indiabulls enigma,3.79,9895.0,3830.22,3830.0,3830.0,,5.0,5.0,3,4.0,relatively new,0,1,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1,474.0
flat,sector 56,the lions cghs,2.05,7884.0,2600.2,,2600.0,2400.0,4.0,4.0,3+,7.0,old,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2,490.0
flat,sector 65,mm golfestate. ,5.2,17455.0,2979.09,2979.0,2979.0,,3.0,3.0,3,18.0,relatively new,0,1,0,1,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,290.0
flat,sector 66,emaar mgf the palm drive. ,3.2,17777.0,1800.08,2200.0,2200.0,1800.0,3.0,3.0,3,12.0,relatively new,1,1,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1,492.0
flat,sector 30,afnhb jalvayu vihar. ,0.69,7272.0,948.84,990.0,990.0,,2.0,2.0,1,3.0,old,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,246.0
flat,sector 112,experion windchants. ,3.75,13383.0,2802.06,2802.0,2802.0,,3.0,3.0,2,21.0,relatively new,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2,606.0
flat,sector 112,experion windchants. ,3.65,12312.0,2964.59,2802.0,2802.0,,3.0,4.0,3+,14.0,relatively new,0,1,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2,592.0
flat,sector 112,experion windchants. ,5.49,11584.0,4739.3,4739.0,4739.0,,4.0,5.0,3+,5.0,relatively new,0,1,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2,643.0
flat,sector 84,antriksh heights. ,1.05,5011.0,2095.39,2095.0,2095.0,,4.0,4.0,3+,3.0,new property,0,0,0,1,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,292.0
flat,sector 108,sobha city,3.35,13266.0,2525.25,2072.9,2072.9,,3.0,4.0,2,19.0,new property,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,336.0
flat,sector 47,unitech uniworld gardens. ,2.4,11505.0,2086.05,2086.0,2086.0,,3.0,3.0,3+,10.0,moderately old,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2,465.0
flat,sector 56,park royal apartment,1.71,7600.0,2250.0,,2251.0,2250.0,3.0,3.0,3+,5.0,moderately old,0,1,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2,391.0
flat,sector 106,elan the presidential,6.3,15384.0,4095.16,4095.0,4095.0,3500.0,5.0,6.0,3+,10.0,under construction,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2,295.0
flat,sector 109,raheja atharva. ,2.2,9490.0,2318.23,,,2318.0,3.0,3.0,2,7.0,moderately old,0,1,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,374.0
flat,sector 110,indiabulls enigma,3.25,9558.0,3400.29,3400.0,3400.0,,4.0,4.0,3,11.0,relatively new,0,1,0,0,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,500.0
flat,sector 48,central park resorts. ,11.25,28266.0,3980.05,,,3980.0,4.0,5.0,3+,2.0,relatively new,0,1,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,158.0
flat,sector 33,central park flower valley,3.3,13750.0,2400.0,,,2400.0,3.0,3.0,3,2.0,under construction,1,1,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,211.0
flat,sector 1,bestech park view residency. ,1.51,7869.0,1918.92,1920.0,1920.0,,3.0,4.0,3+,7.0,moderately old,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2,340.0
flat,sector 102,emaar gurgaon greens. ,1.38,13495.0,1022.6,1650.0,1650.0,1022.58,3.0,3.0,3,6.0,relatively new,0,1,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2,478.0
flat,sector 66,emaar mgf the palm drive. ,4.6,18400.0,2500.0,3300.0,3300.0,2500.0,3.0,3.0,3,11.0,relatively new,1,1,0,1,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,559.0
flat,sector 102,emaar gurgaon greens. ,1.4,8484.0,1650.17,1650.0,1650.0,1200.0,3.0,3.0,3,9.0,relatively new,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1,154.0
flat,sector 65,emaar mgf emerald floors premier. ,3.5,17721.0,1975.06,1975.0,1975.0,,4.0,4.0,3,4.0,relatively new,0,1,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,411.0
flat,sector 82,mapsko royale ville. ,0.99,5530.0,1790.24,1790.0,1790.0,,3.0,4.0,2,14.0,new property,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1,325.0
flat,sector 65,emaar mgf emerald floors premier. ,2.65,16060.0,1650.06,,,1650.0,3.0,3.0,3,5.0,relatively new,0,1,0,1,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,105.0
flat,sector 45,unitech greenwood city. ,2.4,12346.0,1943.95,216.0,1944.0,,3.0,3.0,2,1.0,new property,0,1,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2,61.0
flat,sector 109,ats tourmaline. ,1.65,7674.0,2150.12,2150.0,2150.0,,3.0,3.0,3+,16.0,relatively new,0,1,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2,154.0
flat,sector 9,railway officers rpf society,1.25,6921.0,1806.1,,,1806.0,4.0,3.0,3,1.0,old,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,91.0
flat,sector 62,emaar digihomes,4.0,14871.0,2689.8,2588.79,2588.79,,3.0,3.0,3,18.0,new property,0,1,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,153.0
flat,sector 83,emaar palm gardens. ,1.8,9473.0,1900.14,1900.0,1900.0,1240.04,3.0,3.0,3,6.0,relatively new,0,1,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2,436.0
flat,sector 91,tarc maceo. ,1.75,11121.0,1573.6,2724.0,2724.0,1573.59,4.0,3.0,3+,8.0,relatively new,1,1,0,1,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,467.0
